DOL Vehicle ID,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP
100291,2018,Ola Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,228,949104
100292,2018,Ola Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,217,1105768
100293,2018,Hyundai EV,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,370,2477222
100294,2018,Hyundai EV,450X,Battery Electric Vehicle (BEV),Eligible,320,1742186
100295,2018,Mahindra Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,121,1979583
100296,2018,Tata Motors,S1 Pro,Battery Electric Vehicle (BEV),Eligible,215,4100352
100297,2018,Ather Energy,Nexon EV,Battery Electric Vehicle (BEV),Eligible,84,3458379
100298,2018,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Eligible,379,1393948
100299,2018,MG Motor India,Atto 3,Battery Electric Vehicle (BEV),Eligible,181,1613936
100300,2018,Ola Electric,iQube,Battery Electric Vehicle (BEV),Eligible,115,4027748
100301,2018,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,237,1654296
100302,2018,TVS Motor,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,82,2703919
100303,2018,Mahindra Electric,iQube,Battery Electric Vehicle (BEV),Eligible,439,1093783
100304,2018,Ather Energy,S1 Pro,Battery Electric Vehicle (BEV),Eligible,310,2739903
100305,2018,Hyundai EV,S1 Pro,Battery Electric Vehicle (BEV),Eligible,221,2882243
100306,2018,MG Motor India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,328,1292136
100307,2018,Hyundai EV,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,390,3611813
100308,2018,Ola Electric,450X,Battery Electric Vehicle (BEV),Eligible,91,3882448
100309,2018,Mahindra Electric,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,237,3987821
100310,2018,Hyundai EV,Nexon EV,Battery Electric Vehicle (BEV),Eligible,242,3790305
100311,2018,Ola Electric,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,104,3858104
100312,2018,BYD India,Kona EV,Battery Electric Vehicle (BEV),Eligible,415,1593045
100313,2018,Tata Motors,Kona EV,Battery Electric Vehicle (BEV),Eligible,196,3769729
100314,2018,Tata Motors,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,91,907967
100315,2018,BYD India,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,395,1764645
100316,2018,MG Motor India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,366,4347794
100317,2018,Hyundai EV,XUV400,Battery Electric Vehicle (BEV),Eligible,494,3903447
100318,2018,Ather Energy,Nexon EV,Battery Electric Vehicle (BEV),Eligible,450,1037478
100319,2018,Ola Electric,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,352,1860612
100320,2018,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,257,4454366
100321,2018,TVS Motor,450X,Battery Electric Vehicle (BEV),Not Eligible,234,1188859
100322,2018,Ather Energy,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,262,1494305
100323,2018,Hyundai EV,Atto 3,Battery Electric Vehicle (BEV),Eligible,393,1938199
100324,2018,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Eligible,292,3537492
100325,2018,Tata Motors,XUV400,Battery Electric Vehicle (BEV),Not Eligible,474,2084446
100326,2018,MG Motor India,Kona EV,Battery Electric Vehicle (BEV),Eligible,131,2248207
100327,2018,Tata Motors,450X,Battery Electric Vehicle (BEV),Not Eligible,501,4302281
100328,2018,Tata Motors,iQube,Battery Electric Vehicle (BEV),Not Eligible,472,2825544
100329,2018,Tata Motors,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,311,3219124
100330,2018,TVS Motor,XUV400,Battery Electric Vehicle (BEV),Eligible,512,3701742
100331,2018,Mahindra Electric,450X,Battery Electric Vehicle (BEV),Eligible,166,3220484
100332,2018,Tata Motors,450X,Battery Electric Vehicle (BEV),Eligible,231,2680752
100333,2018,BYD India,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,515,1928494
100334,2018,Mahindra Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,340,1529085
100335,2018,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,416,3145854
100336,2018,Tata Motors,ZS EV,Battery Electric Vehicle (BEV),Eligible,128,3179203
100337,2018,Tata Motors,Nexon EV,Battery Electric Vehicle (BEV),Eligible,269,2217630
100338,2018,Mahindra Electric,iQube,Battery Electric Vehicle (BEV),Eligible,348,2581076
100339,2018,MG Motor India,XUV400,Battery Electric Vehicle (BEV),Eligible,352,2400071
100340,2018,TVS Motor,XUV400,Battery Electric Vehicle (BEV),Eligible,193,3876533
100341,2018,Ola Electric,iQube,Battery Electric Vehicle (BEV),Eligible,192,2201367
100342,2018,BYD India,Atto 3,Battery Electric Vehicle (BEV),Eligible,312,1206094
100343,2018,Ather Energy,Kona EV,Battery Electric Vehicle (BEV),Eligible,439,1741965
100344,2018,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Eligible,424,3020539
100345,2018,Ather Energy,450X,Battery Electric Vehicle (BEV),Eligible,362,2128337
100346,2018,Ather Energy,Kona EV,Battery Electric Vehicle (BEV),Eligible,268,2015488
100347,2018,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,374,1004555
100348,2018,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,223,1882599
100349,2018,Tata Motors,S1 Pro,Battery Electric Vehicle (BEV),Eligible,303,2043657
100350,2018,Ather Energy,iQube,Battery Electric Vehicle (BEV),Eligible,298,3153722
100351,2018,Tata Motors,S1 Pro,Battery Electric Vehicle (BEV),Eligible,313,1967609
100352,2018,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Eligible,516,4135192
100353,2018,BYD India,Atto 3,Battery Electric Vehicle (BEV),Eligible,290,1933316
100354,2018,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,306,1447993
100355,2018,TVS Motor,Atto 3,Battery Electric Vehicle (BEV),Eligible,117,1004195
100356,2018,Tata Motors,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,300,4009389
100357,2018,BYD India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,333,2057655
100358,2018,BYD India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,384,4114654
100359,2018,Ola Electric,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,196,3172158
100360,2018,Ola Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,262,3073408
100361,2018,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,392,3030939
100362,2018,Hyundai EV,S1 Pro,Battery Electric Vehicle (BEV),Eligible,126,1639290
100363,2018,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,169,4284132
100364,2018,MG Motor India,XUV400,Battery Electric Vehicle (BEV),Eligible,192,3658909
100365,2018,Mahindra Electric,450X,Battery Electric Vehicle (BEV),Eligible,482,3080521
100366,2018,Ather Energy,450X,Battery Electric Vehicle (BEV),Not Eligible,128,3520308
100367,2018,Hyundai EV,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,310,3446982
100368,2018,Ola Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,253,3004683
100369,2018,TVS Motor,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,493,3129655
100370,2018,Ola Electric,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,299,973997
100371,2018,BYD India,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,149,1466088
100372,2018,Ola Electric,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,100,1733731
100373,2018,BYD India,Atto 3,Battery Electric Vehicle (BEV),Eligible,327,2914410
100374,2018,MG Motor India,ZS EV,Battery Electric Vehicle (BEV),Eligible,463,2626605
100375,2018,MG Motor India,450X,Battery Electric Vehicle (BEV),Eligible,297,4168516
100376,2018,Tata Motors,450X,Battery Electric Vehicle (BEV),Eligible,504,3265600
100377,2018,Tata Motors,Atto 3,Battery Electric Vehicle (BEV),Eligible,368,1106487
100378,2018,MG Motor India,XUV400,Battery Electric Vehicle (BEV),Eligible,165,945232
100379,2018,Hyundai EV,ZS EV,Battery Electric Vehicle (BEV),Eligible,420,2337188
100380,2018,MG Motor India,ZS EV,Battery Electric Vehicle (BEV),Eligible,447,1764690
100381,2018,TVS Motor,Atto 3,Battery Electric Vehicle (BEV),Eligible,138,1997353
100382,2018,TVS Motor,iQube,Battery Electric Vehicle (BEV),Eligible,99,1488158
100383,2018,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,158,3801717
100384,2018,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Eligible,448,4336990
100385,2018,Mahindra Electric,iQube,Battery Electric Vehicle (BEV),Eligible,121,4087699
100386,2018,BYD India,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,506,1850162
100387,2018,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,376,2810947
100388,2018,BYD India,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,183,3731569
100389,2018,MG Motor India,Atto 3,Battery Electric Vehicle (BEV),Eligible,444,3914938
100390,2018,Tata Motors,S1 Pro,Battery Electric Vehicle (BEV),Eligible,87,2768388
100391,2018,Hyundai EV,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,354,3392959
100392,2018,BYD India,450X,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,100,3374653
100393,2018,Hyundai EV,ZS EV,Battery Electric Vehicle (BEV),Eligible,326,2349796
100394,2018,Tata Motors,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,461,1419165
100395,2018,Ather Energy,Nexon EV,Battery Electric Vehicle (BEV),Eligible,513,2604581
100396,2018,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,443,3409256
100397,2018,Mahindra Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,356,3642427
100398,2018,Ather Energy,XUV400,Battery Electric Vehicle (BEV),Eligible,120,2675922
100399,2018,Tata Motors,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,229,4183216
100400,2018,BYD India,XUV400,Battery Electric Vehicle (BEV),Eligible,291,1058588
100401,2018,TVS Motor,iQube,Battery Electric Vehicle (BEV),Eligible,502,1500517
100402,2018,TVS Motor,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,270,3203554
100403,2018,BYD India,Atto 3,Battery Electric Vehicle (BEV),Eligible,392,1911316
100404,2018,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,472,2452226
100405,2018,Mahindra Electric,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,298,1483098
100406,2018,Hyundai EV,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,407,3123650
100407,2018,Mahindra Electric,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,503,3675895
100408,2018,TVS Motor,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,514,1139017
100409,2018,Ather Energy,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,152,1173146
100410,2018,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,199,3309381
100411,2018,Hyundai EV,Nexon EV,Battery Electric Vehicle (BEV),Eligible,455,3585747
100412,2018,Tata Motors,XUV400,Battery Electric Vehicle (BEV),Not Eligible,120,2151011
100413,2018,Tata Motors,450X,Battery Electric Vehicle (BEV),Eligible,504,4108823
100414,2018,Hyundai EV,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,347,4231106
100415,2018,Ather Energy,Atto 3,Battery Electric Vehicle (BEV),Eligible,383,2269363
100416,2018,Ather Energy,450X,Battery Electric Vehicle (BEV),Not Eligible,472,1994979
100417,2018,TVS Motor,450X,Battery Electric Vehicle (BEV),Eligible,503,3220715
100418,2018,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,485,3667079
100419,2018,Tata Motors,450X,Battery Electric Vehicle (BEV),Eligible,390,3670374
100420,2018,Ola Electric,450X,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,273,1262455
100421,2018,Tata Motors,iQube,Battery Electric Vehicle (BEV),Eligible,341,2984504
100422,2018,MG Motor India,XUV400,Battery Electric Vehicle (BEV),Eligible,459,4462944
100423,2018,Mahindra Electric,iQube,Battery Electric Vehicle (BEV),Eligible,511,2659980
100424,2018,Ather Energy,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,448,2269277
100425,2018,Tata Motors,ZS EV,Battery Electric Vehicle (BEV),Eligible,324,4162384
100426,2018,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Eligible,423,1667524
100427,2018,Mahindra Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,120,2494918
100428,2018,Mahindra Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,125,1608140
100429,2018,Ola Electric,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,188,2975915
100430,2018,MG Motor India,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,87,3373112
100431,2018,Ather Energy,Atto 3,Battery Electric Vehicle (BEV),Eligible,254,3064563
100432,2018,Tata Motors,Atto 3,Battery Electric Vehicle (BEV),Eligible,226,3555982
100433,2018,Tata Motors,S1 Pro,Battery Electric Vehicle (BEV),Eligible,222,4453320
100434,2018,Tata Motors,ZS EV,Battery Electric Vehicle (BEV),Eligible,410,1155948
100435,2018,Hyundai EV,Nexon EV,Battery Electric Vehicle (BEV),Eligible,107,2361331
100436,2018,Ather Energy,Kona EV,Battery Electric Vehicle (BEV),Eligible,429,3200199
100437,2018,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,390,1120972
100438,2018,Hyundai EV,Nexon EV,Battery Electric Vehicle (BEV),Eligible,488,3725494
100439,2018,Ather Energy,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,499,1394178
100440,2018,Hyundai EV,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,367,1573218
100441,2018,BYD India,Atto 3,Battery Electric Vehicle (BEV),Eligible,127,3438143
100442,2018,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,246,3430971
100443,2018,TVS Motor,Nexon EV,Battery Electric Vehicle (BEV),Eligible,227,1145404
100444,2018,Mahindra Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,205,2127146
100445,2018,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Eligible,519,4040811
100446,2018,Tata Motors,450X,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,493,1728791
100447,2018,Ather Energy,S1 Pro,Battery Electric Vehicle (BEV),Eligible,509,3830677
100448,2018,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,204,3112750
100449,2018,MG Motor India,450X,Battery Electric Vehicle (BEV),Not Eligible,203,3005188
100450,2018,MG Motor India,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,364,2272236
100451,2018,Tata Motors,450X,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,357,2583523
100452,2018,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Eligible,388,3658010
100453,2018,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,329,1030544
100454,2018,Ather Energy,S1 Pro,Battery Electric Vehicle (BEV),Eligible,403,3465618
100455,2018,Mahindra Electric,450X,Battery Electric Vehicle (BEV),Eligible,218,2092931
100456,2018,Ola Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,328,3172919
100457,2018,TVS Motor,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,180,1139779
100458,2018,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Eligible,252,2869710
100459,2018,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,263,2518963
100460,2018,Tata Motors,XUV400,Battery Electric Vehicle (BEV),Eligible,383,938635
100461,2018,Ola Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,295,4310326
100462,2018,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,516,2062189
100463,2018,BYD India,Atto 3,Battery Electric Vehicle (BEV),Eligible,470,2099151
100464,2018,Ather Energy,Nexon EV,Battery Electric Vehicle (BEV),Eligible,304,3099391
100465,2018,Mahindra Electric,XUV400,Battery Electric Vehicle (BEV),Not Eligible,510,3545485
100466,2018,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Eligible,250,1542613
100467,2018,Ather Energy,iQube,Battery Electric Vehicle (BEV),Eligible,248,2787895
100468,2018,Hyundai EV,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,449,1172647
100469,2018,BYD India,XUV400,Battery Electric Vehicle (BEV),Eligible,104,1302980
100470,2018,Ola Electric,iQube,Battery Electric Vehicle (BEV),Eligible,336,1837635
100471,2018,MG Motor India,Kona EV,Battery Electric Vehicle (BEV),Eligible,339,1262462
100472,2018,Hyundai EV,S1 Pro,Battery Electric Vehicle (BEV),Eligible,369,1885132
100473,2018,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Eligible,454,2092097
100474,2018,Ola Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,92,2483214
100475,2018,TVS Motor,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,461,3232214
100476,2018,BYD India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,237,2899284
100477,2018,Tata Motors,Kona EV,Battery Electric Vehicle (BEV),Eligible,262,1562550
100478,2018,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Eligible,239,3995565
100479,2018,Ather Energy,iQube,Battery Electric Vehicle (BEV),Eligible,109,3642974
100480,2018,Ola Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,369,1068785
100481,2018,Tata Motors,S1 Pro,Battery Electric Vehicle (BEV),Eligible,320,2561945
100482,2018,Hyundai EV,Nexon EV,Battery Electric Vehicle (BEV),Eligible,385,1634983
100483,2018,Tata Motors,iQube,Battery Electric Vehicle (BEV),Eligible,218,3231256
100484,2018,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,179,2062126
100485,2018,Hyundai EV,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,258,2713924
100486,2018,Ather Energy,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,296,4044311
100487,2018,Ather Energy,XUV400,Battery Electric Vehicle (BEV),Eligible,496,1411511
100488,2018,BYD India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,100,4324083
100489,2018,MG Motor India,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,383,2422534
100490,2018,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,306,3788939
100491,2018,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Eligible,179,4072382
100492,2018,Hyundai EV,XUV400,Battery Electric Vehicle (BEV),Eligible,179,1238540
100493,2018,Tata Motors,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,371,2258097
100494,2018,Ola Electric,450X,Battery Electric Vehicle (BEV),Eligible,389,1216480
100495,2018,Mahindra Electric,450X,Battery Electric Vehicle (BEV),Eligible,197,4187093
100496,2018,MG Motor India,Kona EV,Battery Electric Vehicle (BEV),Eligible,181,2753207
100497,2018,Hyundai EV,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,466,1607173
100498,2018,TVS Motor,450X,Battery Electric Vehicle (BEV),Eligible,307,3653913
100499,2018,BYD India,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,183,3729915
100500,2018,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Eligible,301,3245704
100501,2018,Tata Motors,Nexon EV,Battery Electric Vehicle (BEV),Eligible,86,2786963
100502,2018,Ather Energy,S1 Pro,Battery Electric Vehicle (BEV),Eligible,307,2536974
100503,2018,TVS Motor,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,124,3238005
100504,2018,Tata Motors,450X,Battery Electric Vehicle (BEV),Eligible,491,4098156
100505,2018,MG Motor India,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,472,1042980
100506,2018,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,312,4215258
100507,2018,Tata Motors,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,380,2954410
100508,2018,BYD India,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,400,2899920
100509,2018,Ola Electric,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,253,3819665
100510,2018,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,327,2986453
100511,2018,MG Motor India,Atto 3,Battery Electric Vehicle (BEV),Eligible,201,2601421
100512,2018,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Eligible,281,3564749
100513,2018,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Eligible,507,1817996
100514,2018,TVS Motor,XUV400,Battery Electric Vehicle (BEV),Eligible,90,2002686
100515,2018,TVS Motor,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,127,2721367
100516,2018,Tata Motors,S1 Pro,Battery Electric Vehicle (BEV),Eligible,168,2798769
100517,2018,Hyundai EV,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,339,2145803
100518,2018,MG Motor India,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,324,4114159
100519,2018,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,173,1874250
100520,2018,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,165,3155915
100521,2018,Ather Energy,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,505,1181854
100522,2018,Ola Electric,iQube,Battery Electric Vehicle (BEV),Eligible,511,3789306
100523,2018,Ather Energy,XUV400,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,252,2354089
100524,2018,MG Motor India,XUV400,Battery Electric Vehicle (BEV),Eligible,168,2041340
